in,side,subside,color,area,margin,overlap,type,filename
in9,dorsal,NA,black,area13,NA,NA,ground,in9_dorsal_black_area13_ground_scale0058.jpg
in9,dorsal,NA,black,area13,NA,NA,ground,in9_dorsal_black_area13_ground_scale0090.jpg
in9,dorsal,NA,black,area13,NA,NA,ground,in9_dorsal_black_area13_ground_scale0074.jpg
in9,dorsal,NA,black,area13,NA,NA,ground,in9_dorsal_black_area13_ground_scale0066.jpg
in9,dorsal,NA,black,area13,NA,NA,ground,in9_dorsal_black_area13_ground_scale0077.jpg
in9,dorsal,NA,black,area13,NA,NA,ground,in9_dorsal_black_area13_ground_scale0083.jpg
in9,dorsal,NA,black,area13,NA,NA,ground,in9_dorsal_black_area13_ground_scale0093.jpg
in9,dorsal,NA,black,area13,NA,NA,ground,in9_dorsal_black_area13_ground_scale0081.jpg
in9,dorsal,NA,black,area13,NA,NA,ground,in9_dorsal_black_area13_ground_scale0071.jpg
in9,dorsal,NA,black,area13,NA,NA,ground,in9_dorsal_black_area13_ground_scale0069.jpg
in9,dorsal,NA,black,area13,NA,NA,ground,in9_dorsal_black_area13_ground_scale0067.jpg
in9,dorsal,NA,black,area13,NA,NA,ground,in9_dorsal_black_area13_ground_scale0079.jpg
in9,dorsal,NA,black,area13,NA,NA,ground,in9_dorsal_black_area13_ground_scale0075.jpg
in9,dorsal,NA,black,area13,NA,NA,ground,in9_dorsal_black_area13_ground_scale0068.jpg
in9,dorsal,NA,black,area13,NA,NA,ground,in9_dorsal_black_area13_ground_scale0086.jpg
in9,dorsal,NA,black,area13,NA,NA,ground,in9_dorsal_black_area13_ground_scale0091.jpg
in9,dorsal,NA,black,area13,NA,NA,ground,in9_dorsal_black_area13_ground_scale0078.jpg
in9,dorsal,NA,black,area13,NA,NA,ground,in9_dorsal_black_area13_ground_scale0085.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0020.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0006.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0017.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0024.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0013.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0016.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0008.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0026.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0014.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0027.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0015.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0002.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0010.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0012.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0018.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0005.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0004.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0022.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0003.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0028.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0021.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0011.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0009.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0001.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0025.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0007.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0019.jpg
in9,dorsal,NA,black,area4,NA,NA,cover,in9_dorsal_black_area4_cover_scale0023.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0021.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0012.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0014.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0013.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0022.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0001.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0017.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0011.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0005.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0015.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0004.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0016.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0019.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0007.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0027.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0024.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0018.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0002.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0023.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0006.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0026.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0009.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0010.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0008.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0025.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0020.jpg
in9,dorsal,NA,black,area4,NA,NA,ground,in9_dorsal_black_area4_ground_scale0003.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0012.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0018.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0011.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0006.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0015.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0020.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0025.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0008.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0021.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0024.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0019.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0023.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0026.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0017.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0013.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0022.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0010.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0009.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0001.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0014.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0007.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0004.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0005.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0002.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0029.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0016.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0003.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0027.jpg
in9,dorsal,NA,black,area8,NA,NA,cover,in9_dorsal_black_area8_cover_scale0028.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0025.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0006.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0017.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0018.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0019.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0023.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0005.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0027.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0026.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0009.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0008.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0012.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0030.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0010.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0020.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0016.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0004.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0028.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0002.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0015.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0013.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0024.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0011.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0022.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0003.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0021.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0001.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0007.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0014.jpg
in9,dorsal,NA,black,area8,NA,NA,ground,in9_dorsal_black_area8_ground_scale0029.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0023.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0022.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0021.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0014.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0018.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0012.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0008.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0009.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0007.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0005.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0024.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0003.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0006.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0020.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0026.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0016.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0013.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0017.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0028.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0019.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0027.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0011.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0001.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0015.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0025.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0004.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0010.jpg
in9,dorsal,NA,yellow,area2,NA,NA,cover,in9_dorsal_yellow_area2_cover_scale0002.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale0020.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale008.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale0026.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale0012.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale009.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale0011.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale001.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale0023.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale0027.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale0024.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale006.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale0010.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale0021.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale0022.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale0016.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale0013.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale0015.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale0025.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale004.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale0017.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale0019.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale005.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale007.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale003.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale002.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale0018.jpg
in9,dorsal,NA,yellow,area2,NA,NA,ground,in9_dorsal_yellow_area2_ground_scale0014.jpg
in9,dorsal,NA,yellow,area14,NA,NA,cover,in9_dorsal_yellow_area14_cover_scale0022.jpg
in9,dorsal,NA,yellow,area14,NA,NA,cover,in9_dorsal_yellow_area14_cover_scale0029.jpg
in9,dorsal,NA,yellow,area14,NA,NA,cover,in9_dorsal_yellow_area14_cover_scale0009.jpg
in9,dorsal,NA,yellow,area14,NA,NA,cover,in9_dorsal_yellow_area14_cover_scale0026.jpg
in9,dorsal,NA,yellow,area14,NA,NA,cover,in9_dorsal_yellow_area14_cover_scale0027.jpg
in9,dorsal,NA,yellow,area14,NA,NA,cover,in9_dorsal_yellow_area14_cover_scale0018.jpg
in9,dorsal,NA,yellow,area14,NA,NA,cover,in9_dorsal_yellow_area14_cover_scale0010.jpg
in9,dorsal,NA,yellow,area14,NA,NA,cover,in9_dorsal_yellow_area14_cover_scale0028.jpg
in9,dorsal,NA,yellow,area14,NA,NA,cover,in9_dorsal_yellow_area14_cover_scale0003.jpg
in9,dorsal,NA,yellow,area14,NA,NA,cover,in9_dorsal_yellow_area14_cover_scale0020.jpg
in9,dorsal,NA,yellow,area14,NA,NA,cover,in9_dorsal_yellow_area14_cover_scale0016.jpg
in9,dorsal,NA,yellow,area14,NA,NA,cover,in9_dorsal_yellow_area14_cover_scale0004.jpg
in9,dorsal,NA,yellow,area14,NA,NA,cover,in9_dorsal_yellow_area14_cover_scale0002.jpg
in9,dorsal,NA,yellow,area14,NA,NA,cover,in9_dorsal_yellow_area14_cover_scale0017.jpg
in9,dorsal,NA,yellow,area14,NA,NA,cover,in9_dorsal_yellow_area14_cover_scale0011.jpg
in9,dorsal,NA,yellow,area14,NA,NA,cover,in9_dorsal_yellow_area14_cover_scale0005.jpg
in9,dorsal,NA,yellow,area14,NA,NA,cover,in9_dorsal_yellow_area14_cover_scale0023.jpg
in9,dorsal,NA,yellow,area14,NA,NA,cover,in9_dorsal_yellow_area14_cover_scale0007.jpg
in9,dorsal,NA,yellow,area14,NA,NA,cover,in9_dorsal_yellow_area14_cover_scale0008.jpg
in9,dorsal,NA,yellow,area14,NA,NA,cover,in9_dorsal_yellow_area14_cover_scale0024.jpg
in9,dorsal,NA,yellow,area14,NA,NA,cover,in9_dorsal_yellow_area14_cover_scale0012.jpg
in9,dorsal,NA,yellow,area14,NA,NA,cover,in9_dorsal_yellow_area14_cover_scale0013.jpg
in9,dorsal,NA,yellow,area14,NA,NA,cover,in9_dorsal_yellow_area14_cover_scale0014.jpg
in9,dorsal,NA,yellow,area14,NA,NA,cover,in9_dorsal_yellow_area14_cover_scale0001.jpg
in9,dorsal,NA,yellow,area14,NA,NA,cover,in9_dorsal_yellow_area14_cover_scale0019.jpg
in9,dorsal,NA,yellow,area14,NA,NA,ground,in9_dorsal_yellow_area14_ground_scale0003.jpg
in9,dorsal,NA,yellow,area14,NA,NA,ground,in9_dorsal_yellow_area14_ground_scale0008.jpg
in9,dorsal,NA,yellow,area14,NA,NA,ground,in9_dorsal_yellow_area14_ground_scale0013.jpg
in9,dorsal,NA,yellow,area14,NA,NA,ground,in9_dorsal_yellow_area14_ground_scale0004.jpg
in9,dorsal,NA,yellow,area14,NA,NA,ground,in9_dorsal_yellow_area14_ground_scale0005.jpg
in9,dorsal,NA,yellow,area14,NA,NA,ground,in9_dorsal_yellow_area14_ground_scale0006.jpg
in9,dorsal,NA,yellow,area14,NA,NA,ground,in9_dorsal_yellow_area14_ground_scale0018.jpg
in9,dorsal,NA,yellow,area14,NA,NA,ground,in9_dorsal_yellow_area14_ground_scale0011.jpg
in9,dorsal,NA,yellow,area14,NA,NA,ground,in9_dorsal_yellow_area14_ground_scale0012.jpg
in9,dorsal,NA,yellow,area14,NA,NA,ground,in9_dorsal_yellow_area14_ground_scale0001.jpg
in9,dorsal,NA,yellow,area14,NA,NA,ground,in9_dorsal_yellow_area14_ground_scale0002.jpg
in9,dorsal,NA,yellow,area14,NA,NA,ground,in9_dorsal_yellow_area14_ground_scale0009.jpg
in9,dorsal,NA,yellow,area14,NA,NA,ground,in9_dorsal_yellow_area14_ground_scale0015.jpg
in9,dorsal,NA,yellow,area14,NA,NA,ground,in9_dorsal_yellow_area14_ground_scale0016.jpg
in9,dorsal,NA,yellow,area14,NA,NA,ground,in9_dorsal_yellow_area14_ground_scale0010.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0090.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0067.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0066.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0072.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0073.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0068.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0091.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0088.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0132.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0089.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0083.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0079.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0065.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0086.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0075.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0071.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0085.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0076.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0077.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0135.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0063.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0074.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0087.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0070.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0082.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0064.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0134.jpg
in9,dorsal,NA,yellow,area10,NA,NA,cover,in9_dorsal_yellow_area10_cover_scale0069.jpg
in9,dorsal,NA,yellow,area10,NA,NA,ground,in9_dorsal_yellow_area10_ground_scale0111.jpg
in9,dorsal,NA,yellow,area10,NA,NA,ground,in9_dorsal_yellow_area10_ground_scale0115.jpg
in9,dorsal,NA,yellow,area10,NA,NA,ground,in9_dorsal_yellow_area10_ground_scale0097.jpg
in9,dorsal,NA,yellow,area10,NA,NA,ground,in9_dorsal_yellow_area10_ground_scale0092.jpg
in9,dorsal,NA,yellow,area10,NA,NA,ground,in9_dorsal_yellow_area10_ground_scale0095.jpg
in9,dorsal,NA,yellow,area10,NA,NA,ground,in9_dorsal_yellow_area10_ground_scale0093.jpg
in9,dorsal,NA,yellow,area10,NA,NA,ground,in9_dorsal_yellow_area10_ground_scale0108.jpg
in9,dorsal,NA,yellow,area10,NA,NA,ground,in9_dorsal_yellow_area10_ground_scale0106.jpg
in9,dorsal,NA,yellow,area10,NA,NA,ground,in9_dorsal_yellow_area10_ground_scale0117.jpg
in9,dorsal,NA,yellow,area10,NA,NA,ground,in9_dorsal_yellow_area10_ground_scale0114.jpg
in9,dorsal,NA,yellow,area10,NA,NA,ground,in9_dorsal_yellow_area10_ground_scale0100.jpg
in9,dorsal,NA,yellow,area10,NA,NA,ground,in9_dorsal_yellow_area10_ground_scale0122.jpg
in9,dorsal,NA,yellow,area10,NA,NA,ground,in9_dorsal_yellow_area10_ground_scale0103.jpg
